Row Index,Title,Artist,Album,Source Context,Duration,Date,Popularity,Favorited,Has Lyrics,Artist Link,Album Link,Cover URL
250,Wish I Didn't Miss You,Haska,Wish I Didn't Miss You,House Afternoon,03:44,16/08/2024,By popularity: 3 / 10,false,true,https://www.deezer.com/en/artist/11885595,https://www.deezer.com/en/album/604354802,https://cdn-images.dzcdn.net/images/cover/0eb5d297044cc122c787eb6cf395e952/40x40-000000-80-0-0.jpg
251,Holiday (Tame Impala Remix),Confidence Man,RE-TILT,House Afternoon,05:21,30/08/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/4556731,https://www.deezer.com/en/album/354050547,https://cdn-images.dzcdn.net/images/cover/46038c65ab423fc4ac1c807563e39b31/40x40-000000-80-0-0.jpg
252,Slap Back,Nicole Moudaber,Slap Back,House Afternoon,02:59,18/09/2024,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/144817,https://www.deezer.com/en/album/613238572,https://cdn-images.dzcdn.net/images/cover/c6f7ce3d3a42a2ad6fee9d287e6f2cd5/40x40-000000-80-0-0.jpg
253,World Hold On (Children Of The Sky) (FISHER Rework - Extended Mix),Bob Sinclar,"World, Hold On (Children Of The Sky) (FISHER Rework - Extended Mix)",House Afternoon,05:33,19/09/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/157,https://www.deezer.com/en/album/556678812,https://cdn-images.dzcdn.net/images/cover/813c878e4aaea92589178cf5b66457eb/40x40-000000-80-0-0.jpg
254,How You Feel,ANOTR,How You Feel,House Afternoon,03:17,19/09/2024,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/8948922,https://www.deezer.com/en/album/572338331,https://cdn-images.dzcdn.net/images/cover/122e54a116dd79760db5bd4dcfd09a1e/40x40-000000-80-0-0.jpg
255,Smooth Operator (Tiktok Mix),Swallox,Smooth Operator (Tiktok Mix),House Afternoon,02:38,19/09/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/220354985,https://www.deezer.com/en/album/461041595,https://cdn-images.dzcdn.net/images/cover/e547906a350762d5862df946c33852d7/40x40-000000-80-0-0.jpg
256,Show Me Love (Extended Mix),HELLMATE,Show Me Love,House Afternoon,04:15,19/09/2024,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/126352232,https://www.deezer.com/en/album/501955631,https://cdn-images.dzcdn.net/images/cover/1ed810f196694e7e57f9c30f02123d5f/40x40-000000-80-0-0.jpg
257,Feel My Needs,Weiss (UK),Feel My Needs,House Afternoon,02:30,20/09/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/5305397,https://www.deezer.com/en/album/608113572,https://cdn-images.dzcdn.net/images/cover/abf6ac852fdcbb21a7aa28c02308c5c0/40x40-000000-80-0-0.jpg
258,"She’s Gone, Dance On (Carlita Remix)",Disclosure,"She’s Gone, Dance On (Carlita Remix)",House Afternoon,03:34,20/09/2024,By popularity: 4 / 10,false,true,https://www.deezer.com/en/artist/409796,https://www.deezer.com/en/album/607465242,https://cdn-images.dzcdn.net/images/cover/48b86483563de73ffb7306f6c31adc87/40x40-000000-80-0-0.jpg
259,Kiss From A Rose,Green Velvet,Kiss From A Rose,House Afternoon,02:35,20/09/2024,By popularity: 2 / 10,false,true,https://www.deezer.com/en/artist/9777,https://www.deezer.com/en/album/598131092,https://cdn-images.dzcdn.net/images/cover/91799639ef17626045742560ecb55779/40x40-000000-80-0-0.jpg
260,Journey,Ruze,Journey LP,House Afternoon,03:34,20/09/2024,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/10615599,https://www.deezer.com/en/album/565519452,https://cdn-images.dzcdn.net/images/cover/2047253e5f423d418ae8b0c1adcd0af8/40x40-000000-80-0-0.jpg
261,Superstylin',Groove Armada,The Best Of,House Afternoon,06:01,18/10/2024,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/2048,https://www.deezer.com/en/album/76543,https://cdn-images.dzcdn.net/images/cover/b07ba0b452044a2d1e6310f8657e969a/40x40-000000-80-0-0.jpg
262,Bring My Beat Back (Extended),Secret Echoes,Bring My Beat Back,House Afternoon,06:02,24/10/2024,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/278788851,https://www.deezer.com/en/album/632491501,https://cdn-images.dzcdn.net/images/cover/36cf73cb009c350e8ad8fafede9574b0/40x40-000000-80-0-0.jpg
263,Selfish,Sorley,Selfish,House Afternoon,03:16,24/10/2024,By popularity: 1 / 10,false,false,https://www.deezer.com/en/artist/60628282,https://www.deezer.com/en/album/644217211,https://cdn-images.dzcdn.net/images/cover/231ed7e4274a2d6bd9c0ae8546d84b20/40x40-000000-80-0-0.jpg
264,Forever Baby,Carlita,Sentimental,House Afternoon,03:18,04/12/2024,By popularity: 6 / 10,false,true,https://www.deezer.com/en/artist/5435357,https://www.deezer.com/en/album/622485381,https://cdn-images.dzcdn.net/images/cover/e8daebe29090223c5bff22ce84b7c53d/40x40-000000-80-0-0.jpg
265,After Five,Luke Alessi,After Five,House Afternoon,03:36,05/12/2024,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/9639712,https://www.deezer.com/en/album/660492561,https://cdn-images.dzcdn.net/images/cover/c8d85777479cecdab811ea5fa69c339d/40x40-000000-80-0-0.jpg
266,I'm Alive,Stretch & Vern,I'm Alive,House Afternoon,02:58,05/12/2024,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/12588,https://www.deezer.com/en/album/619313421,https://cdn-images.dzcdn.net/images/cover/2ad0869b85f985a14d854915608c2bd5/40x40-000000-80-0-0.jpg
267,LOOKING FOR JOY,Kaleena Zanders,LOOKING FOR JOY,House Afternoon,02:48,27/12/2024,By popularity: 4 / 10,false,false,https://www.deezer.com/en/artist/4457117,https://www.deezer.com/en/album/596149182,https://cdn-images.dzcdn.net/images/cover/5acdb58bb22fbf8a9e17888b101c3fcf/40x40-000000-80-0-0.jpg
268,Whatever,Kreech,Whatever,House Afternoon,03:46,28/12/2024,By popularity: 3 / 10,false,false,https://www.deezer.com/en/artist/7405850,https://www.deezer.com/en/album/225980642,https://cdn-images.dzcdn.net/images/cover/d31897698a0eaced8a56902744fe16b0/40x40-000000-80-0-0.jpg
269,Let's Go (Magalenha),Ian Asher,Let's Go (Magalenha),House Afternoon,02:43,03/01/2025,By popularity: 6 / 10,false,false,https://www.deezer.com/en/artist/107301842,https://www.deezer.com/en/album/655050111,https://cdn-images.dzcdn.net/images/cover/857a8fd31c0a47dcd6f1f8f7644675a1/40x40-000000-80-0-0.jpg
270,Candle Flame,Jungle,Volcano,House Afternoon,02:54,10/01/2025,By popularity: 7 / 10,false,true,https://www.deezer.com/en/artist/436163,https://www.deezer.com/en/album/415184487,https://cdn-images.dzcdn.net/images/cover/ee90f459f8d2adfbb871212793328eb2/40x40-000000-80-0-0.jpg
271,Storm (Edit),Sam Benaroya,Storm (Edit),House Afternoon,05:21,29/01/2025,By popularity: 3 / 10,true,false,https://www.deezer.com/en/artist/267652062,https://www.deezer.com/en/album/331177457,https://cdn-images.dzcdn.net/images/cover/a118edefd056027198f71dd5ea257151/40x40-000000-80-0-0.jpg
272,Southwark,Bcee,Southwark,House Afternoon,03:51,03/02/2025,By popularity: 2 / 10,true,false,https://www.deezer.com/en/artist/321587,https://www.deezer.com/en/album/662817181,https://cdn-images.dzcdn.net/images/cover/a41a12445e9b5d862bd69ee7dd581a22/40x40-000000-80-0-0.jpg
273,Loving You,Kideko,Loving You,House Afternoon,02:29,24/02/2025,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/6161052,https://www.deezer.com/en/album/685418681,https://cdn-images.dzcdn.net/images/cover/4206ebf8765ef044081e70044147ef14/40x40-000000-80-0-0.jpg
274,Welcome To The People,Jaded,Welcome To The People,House Afternoon,02:40,23/03/2025,By popularity: 5 / 10,false,true,https://www.deezer.com/en/artist/393033,https://www.deezer.com/en/album/253715422,https://cdn-images.dzcdn.net/images/cover/cf54186560bdd08df2d88862237a5b30/40x40-000000-80-0-0.jpg
275,Together Onetime (Original Mix),Dole & Kom,Together Onetime,House Afternoon,06:59,26/03/2025,By popularity: 5 / 10,false,false,https://www.deezer.com/en/artist/1396282,https://www.deezer.com/en/album/108972282,https://cdn-images.dzcdn.net/images/cover/13be279fb2fc96b8a0dd7ed4943ead92/40x40-000000-80-0-0.jpg
